fact_rating_phase1,snopes_url_phase1,article_title_phase1,article_category_phase1,article_date_phase1,article_claim_phase1,article_origin_url_phase1,index_paragraph_phase1,page_is_first_citation_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2,Jerry-label,Jill-label,Fatemeh-label,notes,original order,Agreement

mostly true,https://www.snopes.com/fact-check/mike-pence-condoms-are-too-modern-and-liberal/,Mike Pence: Condoms Are Too Modern and Liberal,Politics  Politics,14-Aug-16,"Mike Pence once said that condoms are ""too modern"" and ""too liberal"" and offer a poor defense against sexually transmitted diseases.",http://www.patheos.com/blogs/progressivesecularhumanist/2016/08/mike-pence-condoms-are-too-modern/,1,TRUE,No Error,"Mike Pence claims condoms are too modern, and too liberal.

Donald Trumps running mate is a dangerous Christian extremist who wants creationism taught in public schools and believes the government should pay for gay conversion therapy.

In addition, in 2015, as Governor of Indiana, Pence allowed an HIV outbreak to spread, choosing prayer over a clean needle exchange.

But perhaps one of the most idiotic claims made by Pence is that condoms are too modern, too liberal, and offer a poor defense against sexually transmitted infections and diseases.

Pences bizarre and unsubstantiated claims concerning condoms came in 2002, in response to then-Secretary of State Colin Powell saying in an MTV forum that sexually active young people should protect themselves with condoms.

At the time Powell said:

I think its important for young people, especially, to protect themselves from the possibility of acquiring any sexually transmitted disease, but especially to protect themselves from HIV/AIDS, which is a plague that is upon the face of the earth.

In an interview with CNN, while advocating for abstinence only sex education, Pence said Powells call for condom use could mislead millions of young people and put their lives at risk.

Pence told CNNs Wolf Blitzer that it was a sad day because Powell had suggested condoms over abstinence:

Well, Wolf, I think it was  given the enormous stature that Colin Powell rightly has, not only in America but in the world community  it was a sad day. I dont think any administration has had a worse day since boxers and briefs on MTV. And the truth is that Colin Powell had an opportunity here to reaffirm this presidents commitment to abstinence as the best choice for our young people, and he chose not to do that in the first instance, but  and so I think its very sad. The other part is that, frankly, condoms are a very, very poor protection against sexually transmitted diseases, and in that sense, Wolf, this was  the secretary of state may be inadvertently misleading millions of young people and endangering lives.

Pence then went on to suggest that condoms are too modern, and too liberal, for him:

The problem is it was too modern of an answer, Wolf. It was  it truly was a modern, liberal answer to a problem that parents like me are facing all over America, and frankly, all over the world.

Of course Pence is wrong. His claim that condoms are a very poor protection against sexually transmitted diseases is easy to debunk. The CDC reports:

when used consistently and correctly, condoms are highly effective in preventing the sexual transmission of HIV infection and reduce the risk of other STDs.

As for condoms being too modern, reports indicate many ancient cultures used some form of condoms, and a famous cave painting in Dordogne, France, shows a man practicing safe sex circa 11,000 B.C.

In more contemporary times, rubber replaced animal intestines in condoms around the mid 1800s, and latex replaced rubber in the 1920s.

Needless to say, there is nothing modern about condoms.

Bottom line: Pence is an ignorant and dangerous religious extremist. By disseminating false and misleading information about condoms, Pence demonstrates that he is willing to endanger the health and welfare of young people in order to promote his demented, right-wing, conservative Christian, puritanical agenda.",Mike Pence: Condoms Are Too Modern,2008-11-16,Progressive Secular Humanist,right,right,n,,291,

mostly true,https://www.snopes.com/fact-check/crisis-text-line-741741/,741741: Crisis Text Hotline,Inboxer Rebellion,21-Sep-15,Teens can text 741741 from anywhere to talk with a crisis counselor.,http://www.crisistextline.org,3,TRUE,No Error,"Every texter is connected with a Crisis Counselor, a real-life human being trained to bring texters from a hot moment to a cool calm through active listening and collaborative problem solving. All of Crisis Text Line's Crisis Counselors are volunteers, donating their time to helping people in crisis.

Read more ",Crisis Text Line,,,right,irrelevant,context,,292,

mostly true,https://www.snopes.com/fact-check/share-your-ears-disney/,Share Your Ears Make-A-Wish Disney Fundraiser?,Viral Phenomena,22-Feb-16,"If you share a photo of yourself wearing Mickey Mouse ears, Disney Parks will donate $5 to the Make-A-Wish foundation.",http://shareyourears.org/,3,TRUE,No Error,"Since the very first wish in 1980, Disney and Make-A-Wish together have granted more than 120,000 life-changing wishes for children with critical illnesses. For more than 37 years, weve seen how a wish can play a critical role in a childs treatment, replacing fear with confidence, sadness with joy and anxiety with hope. Wishes matter so deeply to us and to the children and the families around the world who experience them.

This holiday season, millions of fans around the world helped us celebrate their support by Sharing their Ears. Once again, Disney Parks invited fans to share the joy and Share Your Ears to help Make-A-Wish grant even more wishes for children fighting critical illnesses. This heartfelt and engaging campaign helped guests unlock $5 donations from Disney to Make-A-Wish  up to $1 million  through fun and simple consumer activation. Due to the overwhelming response and amazing support, Disney doubled the donation to $2 million to grant even more wishes to transform lives!

Thanks to you, $2 million will help grant even more awe-inspiring wishes this year! We appreciate Disney and all of our supporters for participating in this years campaign to transform the lives of wish kids, their families and communities around the world!",Disney Doubles its Donation for #ShareYourEars Campaign Thanks To You!,,,right,context,right,,293,

TRUE,https://www.snopes.com/fact-check/obama-more-flexibility-russia/,Did Obama Pledge More Flexibility Toward Russia After the 2012 Election?,Politics  Politics,13-Dec-16,A hot microphone picked up President Obama telling Russian President Dmitri Medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,http://www.reuters.com/article/us-nuclear-summit-obama-medvedev-idUSBRE82P0JI20120326,2,FALSE,No Error,"SEOUL  - President Barack Obama was caught on camera on Monday assuring outgoing Russian President Dmitry Medvedev that he will have more flexibility to deal with contentious issues like missile defense after the U.S. presidential election.
